Name;Country;Genre;Status;URL
Macabro Hallazgo;Peru;Death Metal, Grindcore;Split-up;https://www.metal-archives.com/bands/Macabro_Hallazgo/77335
Macabro Lucifer;Colombia;Black Metal;Active;https://www.metal-archives.com/bands/Macabro_Lucifer/3540486799
Macabrum;International;Depressive/Atmospheric Black Metal;Split-up;https://www.metal-archives.com/bands/Macabrum/3540319200
Macaca Fuscata;Spain;Thrash Metal/Hardcore;Active;https://www.metal-archives.com/bands/Macaca_Fuscata/3540541062
Macacos da Manchúria;Brazil;Death/Doom Metal;Active;https://www.metal-archives.com/bands/Macacos_da_Manch%C3%BAria/3540486918
Macadam;Argentina;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Macadam/3540530809
Macáes;Argentina;Post-Black Metal/Shoegaze;Active;https://www.metal-archives.com/bands/Mac%C3%A1es/3540352656
MacAllister Project;Spain;Power/Folk Metal;Active;https://www.metal-archives.com/bands/MacAllister_Project/3540350995
MacAnimal;Austria;Thrash/Groove Metal with Funk influences;Split-up;https://www.metal-archives.com/bands/MacAnimal/91435
Macarble;Japan;Death Metal;Active;https://www.metal-archives.com/bands/Macarble/118233
Macaria;Italy;Folk/Death Metal;Active;https://www.metal-archives.com/bands/Macaria/3540417729
Macaroni;Thailand;Death Metal;Active;https://www.metal-archives.com/bands/Macaroni/9413
Macaxe;United Kingdom;NWOBHM/Heavy Metal;Split-up;https://www.metal-archives.com/bands/Macaxe/30183
Macbeff;Netherlands;Heavy Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/Macbeff/3540342553
Macbeth;Germany;Heavy Metal;Active;https://www.metal-archives.com/bands/Macbeth/45588
Macbeth;Japan;Heavy Metal;Unknown;https://www.metal-archives.com/bands/Macbeth/3540298041
Macbeth;Estonia;Thrash/Death Metal;Split-up;https://www.metal-archives.com/bands/Macbeth/37191
Macbeth;Germany;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Macbeth/68680
Macbeth;Uruguay;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Macbeth/3540260723
Macbeth;Italy;Symphonic Gothic Metal;Active;https://www.metal-archives.com/bands/Macbeth/2946
Macbeth;Germany;Heavy/Power Metal;Split-up;https://www.metal-archives.com/bands/Macbeth/24030
Maccadeshkem;Brazil;"Brutal Death Metal (early); Black Metal (later)";Split-up;https://www.metal-archives.com/bands/Maccadeshkem/3540438944
Macchina;Brazil;Groove/Stoner Metal/Rock;Changed name;https://www.metal-archives.com/bands/Macchina/3540373181
Mace;Sweden;Heavy Metal;Unknown;https://www.metal-archives.com/bands/Mace/110705
Mace;United States;Progressive Metal;Split-up;https://www.metal-archives.com/bands/Mace/3540394970
Mace;United States;Thrash Metal/Crossover;Split-up;https://www.metal-archives.com/bands/Mace/8945
Mace 'n' Chain;Sweden;Heavy Metal;Active;https://www.metal-archives.com/bands/Mace_%27n%27_Chain/3540495288
Mace Head;Czechia;Black/Doom Metal/Crust;Active;https://www.metal-archives.com/bands/Mace_Head/3540474880
Macedon Harriers;Greece;Speed Metal;Split-up;https://www.metal-archives.com/bands/Macedon_Harriers/123773
Macella;United States;Symphonic Black Metal;Split-up;https://www.metal-archives.com/bands/Macella/20878
Macerace;Czechia;Goregrind/Brutal Death Metal;Active;https://www.metal-archives.com/bands/Macerace/3540320374
Macerated;United States;Brutal Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Macerated/3540333256
Maceration;Denmark;Death Metal;Active;https://www.metal-archives.com/bands/Maceration/3472
Macerie;Italy;Doom/Black Metal/Crust;Active;https://www.metal-archives.com/bands/Macerie/3540395321
Mach 1;United States;Melodic Heavy Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/Mach_1/98089
Mach II;United States;Heavy Metal/Hard Rock;Active;https://www.metal-archives.com/bands/Mach_II/3540270369
Mach Stem Effect;France;Death Metal;Active;https://www.metal-archives.com/bands/Mach_Stem_Effect/3540491512
Mach X;United States;Heavy/Power Metal;Split-up;https://www.metal-archives.com/bands/Mach_X/3540452143
Machaco Clajo;Guatemala;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/Machaco_Clajo/3540295220
Machescazo;Italy;Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Machescazo/14063
Machetazo;Spain;Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Machetazo/938
Machete;United States;Heavy Metal;Active;https://www.metal-archives.com/bands/Machete/125445
Machete;Germany;Hardcore/Doom/Sludge Metal;Unknown;https://www.metal-archives.com/bands/Machete/3540261972
Machete;Chile;Death Metal/Deathcore;Active;https://www.metal-archives.com/bands/Machete/3540388544
Machete;Argentina;Thrash Metal/Metalcore;Active;https://www.metal-archives.com/bands/Machete/3540435956
Machete Cross;Mexico;Thrash Metal/Crossover;Active;https://www.metal-archives.com/bands/Machete_Cross/3540426417
Machete Dildo;United States;Brutal Death Metal/Goregrind;Active;https://www.metal-archives.com/bands/Machete_Dildo/3540368926
Machete Justice;New Zealand;Thrash/Groove Metal;Unknown;https://www.metal-archives.com/bands/Machete_Justice/3540338902
Machete Law;Spain;Thrash Metal/Crossover;Active;https://www.metal-archives.com/bands/Machete_Law/3540523036
Machete Love Tap;United States;Progressive/Death/Groove Metal;Active;https://www.metal-archives.com/bands/Machete_Love_Tap/118744
Machete Tactics;Japan;Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Machete_Tactics/3540511890
Machiavel;France;Pagan Black Metal;Split-up;https://www.metal-archives.com/bands/Machiavel/21892
Machiavelik;France;Technical Brutal Death Metal;Split-up;https://www.metal-archives.com/bands/Machiavelik/42319
Machiavellian;United Kingdom;Death Metal/Deathcore with Sludge Metal influences;Unknown;https://www.metal-archives.com/bands/Machiavellian/119986
Machiavellian God;Romania;Melodic Death Metal;Active;https://www.metal-archives.com/bands/Machiavellian_God/3540458226
Machiavellian Regression;Canada;Thrash Metal/Crossover;Split-up;https://www.metal-archives.com/bands/Machiavellian_Regression/121286
Machiavellian South;Portugal;Death/Thrash Metal;Split-up;https://www.metal-archives.com/bands/Machiavellian_South/67668
Machina;Finland;Heavy/Power Metal;Unknown;https://www.metal-archives.com/bands/Machina/57159
Machina;Portugal;Thrash Metal;Active;https://www.metal-archives.com/bands/Machina/82892
Machina Baphometa;Slovakia;Black Metal;Active;https://www.metal-archives.com/bands/Machina_Baphometa/3540404500
Machina Deus Ex;France;Gothic/Heavy/Progressive Metal;Split-up;https://www.metal-archives.com/bands/Machina_Deus_Ex/48824
Machina Infernus;United States;Progressive Thrash/Death Metal;Split-up;https://www.metal-archives.com/bands/Machina_Infernus/3540282074
Machinæ;Finland;Melodic Death Metal;Changed name;https://www.metal-archives.com/bands/Machin%C3%A6/3540426739
Machinae Supremacy;Sweden;Alternative Rock/Power Metal with Electronic influences;Active;https://www.metal-archives.com/bands/Machinae_Supremacy/21736
Machinage;Brazil;Thrash Metal;Active;https://www.metal-archives.com/bands/Machinage/3540330414
Machinaria;Brazil;Heavy/Thrash Metal;Split-up;https://www.metal-archives.com/bands/Machinaria/3540388381
Machination;United States;Progressive Power Metal;Unknown;https://www.metal-archives.com/bands/Machination/3540427154
Machinations of Fate;United States;Melodic Death/Thrash Metal;Active;https://www.metal-archives.com/bands/Machinations_of_Fate/3540362008
Machinator;Italy;Thrash Metal;Split-up;https://www.metal-archives.com/bands/Machinator/3540310416
Machine;Sweden;Heavy/Groove Metal;Split-up;https://www.metal-archives.com/bands/Machine/33608
Machine;United States;Thrash Metal;Split-up;https://www.metal-archives.com/bands/Machine/45415
Machine;Brazil;Thrash Metal with Hardcore influences;Split-up;https://www.metal-archives.com/bands/Machine/93602
Machine;United States;Thrash Metal;Changed name;https://www.metal-archives.com/bands/Machine/71148
Machine;Colombia;Thrash Metal;Active;https://www.metal-archives.com/bands/Machine/3540476909
Machine Anatomy;Indonesia;Slam/Brutal Death Metal;Active;https://www.metal-archives.com/bands/Machine_Anatomy/3540470585
