artist;month;year;Date;days_to_event;addressCountry;addressLocality;geocoordinates;distance_from_Sesto;popularity;specific_genre
alcest;10;2024;26/10/2024 21:00;9;Turkey;İstanbul;(41.04, 28.98);1673.8;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;10;2024;28/10/2024 18:30;10;Romania;București;(44.44, 26.06);1330.4;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;01/11/2024 18:30;14;France;Strasbourg;(48.56, 7.77);354.6;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;02/11/2024 18:30;15;Switzerland;Zürich;(47.38, 8.54);212.4;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;09/11/2024 18:30;22;France;Poitiers;(46.57, 0.36);695.8;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;13/11/2024 20:00;26;Germany;Köln;(50.92, 6.98);622.1;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;14/11/2024 20:00;27;Germany;Stuttgart;(48.78, 9.18);361.3;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;15/11/2024 20:00;28;Germany;München;(48.15, 11.52);339.6;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;16/11/2024 18:30;29;Italy;Milan;(45.49, 9.18);5.9;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;18/11/2024 18:30;31;Slovenia;Ljubljana;(46.07, 14.49);413.2;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;19/11/2024 20:00;32;Austria;Wien;(48.17, 16.42);621.6;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;20/11/2024 18:30;33;Hungary;Budapest;(47.46, 19.06);783.9;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;21/11/2024 18:00;34;Czechia;Praha 1;(50.09, 14.42);638.5;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;23/11/2024 20:00;36;Germany;Berlin;(52.5, 13.45);834.0;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;24/11/2024 18:30;37;Poland;Warsaw;(52.21, 20.99);1136.0;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;25/11/2024 18:30;38;Lithuania;Vilnius;(54.67, 25.27);1526.7;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;26/11/2024 18:30;39;Estonia;Tallinn;(59.45, 24.71);1862.1;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;27/11/2024 18:30;40;Finland;Helsinki;(60.19, 24.94);1933.5;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;29/11/2024 18:30;42;Sweden;Stockholm;(59.3, 18.09);1643.2;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;11;2024;30/11/2024 20:00;43;Norway;Oslo;(59.92, 10.75);1604.5;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;01/12/2024 20:00;44;Denmark;København;(55.67, 12.54);1151.7;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;03/12/2024 20:00;46;Germany;Hamburg;(53.55, 9.96);893.5;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;04/12/2024 18:30;47;Netherlands;Amsterdam;(52.36, 4.88);823.3;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;05/12/2024 19:00;48;Belgium;Bruxelles;(50.85, 4.35);693.6;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;06/12/2024 20:00;49;France;Paris;(48.87, 2.33);640.9;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;07/12/2024 20:00;50;Luxembourg;Luxembourg-city;(49.6, 6.13);509.0;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;08/12/2024 20:00;51;Germany;Frankfurt Am Main;(50.14, 8.74);513.9;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;11/12/2024 19:00;54;United Kingdom;London;(51.46, -0.12);953.8;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;12/12/2024 19:30;55;United Kingdom;Manchester;(53.46, -2.23);1208.4;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;13/12/2024 18:30;56;United Kingdom;Glasgow;(55.87, -4.27);1488.8;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
alcest;12;2024;14/12/2024 18:00;57;Ireland;Dublin 1;(53.35, -6.26);1415.6;48;{'post-metal', 'atmospheric', 'metal', 'shoegaze', 'blackgaze', 'french', 'post-black', 'black', 'emotional'}
hiromi;5;2025;19/05/2025 20:15;214;Switzerland;Basel;(47.56, 7.59);258.3;48;{'piano', 'fusion', 'jazz', 'modern', 'japanese'}
hiromi;5;2025;23/05/2025 20:00;217;Germany;München;(48.7, 13.46);476.6;48;{'piano', 'fusion', 'jazz', 'modern', 'japanese'}
delta sleep;12;2024;13/12/2024 19:00;56;United Kingdom;Manchester;(53.49, -2.24);1211.1;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
delta sleep;12;2024;14/12/2024 19:00;57;United Kingdom;Bristol;(51.45, -2.58);1091.1;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
delta sleep;12;2024;15/12/2024 19:00;58;United Kingdom;London;(51.46, -0.12);953.8;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
delta sleep;12;2024;16/12/2024 19:00;59;United Kingdom;Birmingham;(52.48, -1.89);1119.9;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
delta sleep;12;2024;17/12/2024 19:00;60;United Kingdom;Glasgow;(55.85, -4.23);1485.5;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
delta sleep;12;2024;18/12/2024 19:00;61;United Kingdom;Nottingham;(52.96, -1.15);1117.6;48;{'brighton', 'british', 'math', 'rock', 'pop', 'indie'}
russian circles;10;2024;18/10/2024 07:00;0;Belgium;Antwerpen;(51.22, 4.45);724.7;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;20/10/2024 19:00;2;Sweden;Göteborg;(57.72, 11.98);1369.3;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;21/10/2024 19:00;3;Norway;Oslo;(59.92, 10.76);1604.5;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;22/10/2024 19:00;4;Sweden;Johanneshov;(59.29, 18.08);1641.9;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;24/10/2024 19:00;6;Denmark;København;(55.67, 12.54);1151.7;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;25/10/2024 19:00;7;Denmark;Aalborg;(57.05, 9.93);1282.5;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;26/10/2024 19:00;8;Germany;Hamburg;(53.56, 9.97);894.7;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;27/10/2024 10:00;9;Netherlands;Maastricht;(50.86, 5.69);648.3;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;29/10/2024 19:00;11;United Kingdom;Birmingham;(52.48, -1.89);1119.9;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;30/10/2024 19:00;12;United Kingdom;Glasgow;(55.86, -4.25);1487.2;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;10;2024;31/10/2024 19:00;13;United Kingdom;Belfast;(54.59, -5.93);1475.4;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;01/11/2024 19:00;14;Ireland;Dublin;(53.34, -6.26);1415.1;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;02/11/2024 19:00;15;United Kingdom;Stretford;(53.47, -2.33);1214.0;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;03/11/2024 19:00;16;United Kingdom;London;(51.55, -0.08);958.2;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;05/11/2024 19:00;18;France;Paris;(48.88, 2.34);640.8;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;06/11/2024 19:00;19;France;Rennes;(48.1, -1.71);881.5;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;07/11/2024 19:00;20;France;Mérignac;(44.82, -0.62);777.8;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;09/11/2024 19:00;22;Portugal;Porto;(41.14, -8.61);1522.9;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;10/11/2024 19:00;23;Spain;Madrid;(40.44, -3.71);1195.3;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
russian circles;11;2024;11/11/2024 19:00;24;Spain;L'hospitalet De Llobregat;(41.36, 2.11);739.0;46;{'post-rock', 'american', 'post-metal', 'metal', 'instrumental', 'sludge', 'rock'}
gogo penguin;10;2024;19/10/2024 20:00;1;Slovakia;Bratislava;(48.16, 17.14);670.0;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
gogo penguin;10;2024;24/10/2024 19:00;6;United Kingdom;London;(51.52, -0.13);958.6;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
gogo penguin;11;2024;14/11/2024 21:00;28;Spain;Barcelona;(41.38, 2.16);734.4;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
gogo penguin;11;2024;15/11/2024 21:30;29;Spain;Madrid;(40.41, -3.71);1197.1;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
gogo penguin;11;2024;26/11/2024 21:00;40;Portugal;Lisboa;(38.7, -9.21);1697.8;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
gogo penguin;11;2024;27/11/2024 21:00;41;Portugal;Porto;(41.16, -8.63);1523.5;46;{'jazztronica', 'fusion', 'contemporary', 'progressive', 'trio', 'british', 'modern', 'jazz', 'indie'}
shlohmo;12;2024;13/12/2024 23:00;57;Germany;Hamburg;(53.55, 9.96);893.5;46;{'electronica', 'future', 'downtempo', 'hip', 'hop', 'garage', 'instrumental', 'wonky', 'glitch'}
tigran hamasyan;11;2024;17/11/2024 18:30;30;United Kingdom;London;(51.49, -0.16);958.1;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;11;2024;20/11/2024 20:00;33;Czechia;Hlavní Město Praha;(50.09, 14.42);638.5;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;11;2024;25/11/2024 20:00;38;France;Paris;(48.85, 2.34);639.0;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;11;2024;26/11/2024 20:00;39;France;Cesson-sévigné;(48.12, -1.6);874.2;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;11;2024;28/11/2024 19:30;41;Poland;Kraków;(50.07, 19.91);944.6;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;12;2024;13/12/2024 20:00;56;France;Metz;(49.11, 6.17);460.3;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
tigran hamasyan;4;2025;02/04/2025 20:30;167;Belgium;Berchem;(51.19, 4.43);722.6;45;{'armenian', 'piano', 'contemporary', 'folk', 'modern', 'jazz'}
sungazer;10;2024;18/10/2024 19:00;0;Estonia;Tallinn;(59.45, 24.71);1862.1;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;19/10/2024 19:00;1;Latvia;Riga;(56.95, 24.15);1635.8;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;20/10/2024 19:00;2;Lithuania;Vilnius;(54.68, 25.29);1528.4;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;22/10/2024 21:00;5;Spain;Madrid;(40.4, -3.7);1197.0;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;23/10/2024 20:00;5;Spain;Barcelona;(41.39, 2.2);731.1;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;24/10/2024 19:00;6;Czechia;Hlavní Město Praha;(50.09, 14.43);639.0;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;25/10/2024 15:00;7;Czechia;Hlavní Město Praha;(50.09, 14.43);639.0;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;25/10/2024 19:00;7;Czechia;Hlavní Město Praha;(50.09, 14.43);639.0;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;27/10/2024 19:00;9;Denmark;Copenhagen;(55.68, 12.57);1153.2;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;29/10/2024 20:30;12;Germany;Berlin;(52.5, 13.39);832.4;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;10;2024;30/10/2024 19:30;12;France;Paris;(48.87, 2.35);639.6;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;11;2024;01/11/2024 20:00;14;Belgium;Antwerp;(51.21, 4.44);724.1;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;11;2024;03/11/2024 21:30;17;Italy;Pisa;(43.7, 10.41);223.9;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;11;2024;05/11/2024 20:30;19;Italy;Milano;(45.49, 9.19);5.4;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;3;2025;26/03/2025 19:00;159;United Kingdom;London;(51.54, -0.1);958.5;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;3;2025;27/03/2025 19:00;160;United Kingdom;Manchester;(53.48, -2.25);1210.8;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;3;2025;28/03/2025 17:30;161;United Kingdom;Birkenhead;(53.39, -3.02);1242.9;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;3;2025;29/03/2025 19:00;162;United Kingdom;Bristol;(51.45, -2.6);1092.3;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;3;2025;31/03/2025 20:30;165;Luxembourg;Esch-sur-alzette;(49.5, 5.95);505.7;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;4;2025;01/04/2025 20:00;165;Netherlands;Utrecht;(52.09, 5.11);789.5;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;4;2025;02/04/2025 19:30;166;Netherlands;Amsterdam;(52.36, 4.88);823.3;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;4;2025;03/04/2025 20:00;167;Netherlands;Rotterdam;(51.9, 4.49);789.2;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
sungazer;4;2025;05/04/2025 19:00;169;Finland;Helsinki;(60.2, 24.95);1934.7;44;{'fusion', 'jazz', 'progressive', 'livetronica'}
the ocean;11;2024;01/11/2024 19:00;14;United Kingdom;Manchester;(53.48, -2.24);1210.4;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;12;2024;04/12/2024 19:00;47;Finland;Helsinki;(60.17, 24.95);1932.1;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;12;2024;06/12/2024 19:00;49;Sweden;Johanneshov;(59.29, 18.08);1641.9;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;12;2024;08/12/2024 19:00;51;Norway;Oslo;(59.92, 10.75);1604.5;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;12;2024;14/12/2024 19:00;57;Romania;București;(44.44, 26.06);1330.4;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;1;2025;11/01/2025 19:00;85;Germany;Berlin;(52.54, 13.41);837.0;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;1;2025;16/01/2025 19:00;90;Belgium;Gent;(51.05, 3.73);736.6;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
the ocean;2;2025;02/02/2025 19:00;107;Spain;Madrid;(40.44, -3.72);1196.0;42;{'post-metal', 'atmospheric', 'metal', 'djent', 'sludge', 'progressive'}
mono;10;2024;22/10/2024 19:00;4;France;Paris;(48.88, 2.34);640.8;39;{'instrumental', 'downtempo', 'japanese', 'post-rock'}
mono;10;2024;24/10/2024 20:00;6;Germany;Berlin;(52.5, 13.35);831.3;39;{'instrumental', 'downtempo', 'japanese', 'post-rock'}
mono;10;2024;26/10/2024 19:00;8;United Kingdom;London;(51.55, -0.05);956.6;39;{'instrumental', 'downtempo', 'japanese', 'post-rock'}
mono;10;2024;27/10/2024 20:00;9;Netherlands;Utrecht;(52.09, 5.11);789.5;39;{'instrumental', 'downtempo', 'japanese', 'post-rock'}
mono;10;2024;28/10/2024 20:00;10;Denmark;Copenhagen;(55.68, 12.57);1153.2;39;{'instrumental', 'downtempo', 'japanese', 'post-rock'}
1349;10;2024;18/10/2024 19:00;0;France;Colmar;(48.08, 7.37);317.0;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;19/10/2024 19:00;1;Switzerland;Aarburg;(47.32, 7.91);223.3;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;20/10/2024 19:00;2;France;Oignies;(50.46, 2.99);718.8;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;22/10/2024 19:00;4;Germany;Mörlenbach;(49.59, 8.77);452.7;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;23/10/2024 19:00;5;France;Paris;(48.84, 2.38);636.0;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;24/10/2024 19:00;6;Germany;Essen;(51.51, 7.01);684.8;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;25/10/2024 19:00;7;Netherlands;Amstelveen;(52.3, 4.86);817.8;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
1349;10;2024;26/10/2024 19:00;8;Netherlands;Maastricht;(50.86, 5.69);648.3;38;{'metal', 'norwegian', 'technical', 'black', 'death'}
textures;6;2025;07/06/2025 19:00;232;Netherlands;Maastricht;(50.86, 5.68);648.6;38;{'djent', 'progressive', 'metal', 'dutch'}
mononeon;11;2024;11/11/2024 21:00;25;Spain;Madrid;(40.42, -3.7);1195.8;38;{'microtonal', 'funktronica'}
mononeon;11;2024;12/11/2024 20:00;25;Spain;Barcelona;(41.38, 2.16);734.4;38;{'microtonal', 'funktronica'}
mononeon;11;2024;14/11/2024 21:00;28;Italy;Roma;(41.9, 12.47);480.4;38;{'microtonal', 'funktronica'}
mononeon;11;2024;15/11/2024 20:30;29;Italy;Milano;(45.49, 9.19);5.4;38;{'microtonal', 'funktronica'}
mononeon;11;2024;15/11/2024 23:00;29;Italy;Milano;(45.49, 9.19);5.4;38;{'microtonal', 'funktronica'}
mononeon;11;2024;16/11/2024 20:30;30;Italy;Bologna;(44.51, 11.35);201.9;38;{'microtonal', 'funktronica'}
mononeon;11;2024;18/11/2024 19:30;31;Switzerland;Zurich;(47.37, 8.52);211.7;38;{'microtonal', 'funktronica'}
mononeon;11;2024;19/11/2024 20:00;32;Belgium;Antwerp;(51.21, 4.44);724.1;38;{'microtonal', 'funktronica'}
mononeon;11;2024;21/11/2024 19:30;34;Netherlands;Amsterdam;(52.36, 4.88);823.3;38;{'microtonal', 'funktronica'}
mononeon;11;2024;22/11/2024 22:00;36;Netherlands;Utrecht;(52.09, 5.11);789.5;38;{'microtonal', 'funktronica'}
mononeon;11;2024;24/11/2024 20:00;37;United Kingdom;London;(51.55, -0.08);958.2;38;{'microtonal', 'funktronica'}
mononeon;11;2024;25/11/2024 20:00;38;France;Paris;(48.87, 2.36);639.0;38;{'microtonal', 'funktronica'}
mononeon;11;2024;27/11/2024 20:00;40;Germany;Cologne;(50.95, 6.92);626.5;38;{'microtonal', 'funktronica'}
mononeon;11;2024;29/11/2024 20:00;42;Norway;Oslo;(59.92, 10.76);1604.5;38;{'microtonal', 'funktronica'}
mononeon;12;2024;01/12/2024 19:00;44;Finland;Helsinki;(60.18, 24.92);1931.9;38;{'microtonal', 'funktronica'}
mononeon;12;2024;03/12/2024 18:30;46;Sweden;Stockholm;(59.31, 18.03);1642.8;38;{'microtonal', 'funktronica'}
mononeon;12;2024;04/12/2024 20:00;47;Denmark;København K;(55.68, 12.58);1153.4;38;{'microtonal', 'funktronica'}
mononeon;12;2024;05/12/2024 21:00;49;Germany;Hamburg;(53.56, 9.97);894.7;38;{'microtonal', 'funktronica'}
mononeon;12;2024;06/12/2024 19:30;49;Germany;Berlin;(52.5, 13.39);832.4;38;{'microtonal', 'funktronica'}
mononeon;12;2024;07/12/2024 20:00;50;Czechia;Brno-město;(49.19, 16.61);689.7;38;{'microtonal', 'funktronica'}
mononeon;12;2024;08/12/2024 20:00;51;Poland;Katowice;(50.25, 19.02);899.6;38;{'microtonal', 'funktronica'}
mononeon;12;2024;10/12/2024 20:00;53;Poland;Warsaw;(52.23, 21.01);1138.4;38;{'microtonal', 'funktronica'}
mononeon;12;2024;12/12/2024 20:30;56;Austria;Vienna;(48.21, 16.38);620.9;38;{'microtonal', 'funktronica'}
mononeon;12;2024;13/12/2024 20:00;56;Hungary;Budapest;(47.48, 19.06);784.4;38;{'microtonal', 'funktronica'}
mononeon;12;2024;15/12/2024 20:00;58;Georgia;თბილისი;(41.7, 44.79);2877.8;38;{'microtonal', 'funktronica'}
oranssi pazuzu;11;2024;13/11/2024 20:00;26;Netherlands;Groningen;(53.21, 6.58);875.4;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;15/11/2024 20:00;28;Netherlands;Maastricht;(50.86, 5.69);648.3;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;16/11/2024 19:30;29;Belgium;Bruxelles;(50.85, 4.37);692.8;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;19/11/2024 19:00;32;France;Lille;(50.62, 3.07);728.2;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;24/11/2024 19:00;37;United Kingdom;London;(51.53, -0.11);958.3;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;26/11/2024 18:30;39;France;Paris;(48.88, 2.33);641.5;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;11;2024;27/11/2024 20:00;40;France;Rennes;(48.11, -1.67);878.9;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;12;2024;03/12/2024 19:00;46;Italy;Milan;(45.49, 9.18);5.9;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
oranssi pazuzu;12;2024;04/12/2024 19:00;47;Switzerland;Pratteln;(47.53, 7.69);251.8;39;{'post-metal', 'atmospheric', 'metal', 'sci-fi', 'voidgaze', 'cosmic', 'avant-garde', 'blackgaze', 'rock', 'finnish', 'post-black', 'black', 'psychedelic', 'drone'}
rolo tomassi;8;2025;14/08/2025 11:00;300;United Kingdom;Bristol;(51.46, -2.6);1092.9;37;{'chaotic', 'nintendocore', 'cybergrind', 'uk', 'metalcore', 'hardcore', 'post-hardcore', 'mathcore'}
chassol;10;2024;25/10/2024 20:00;7;France;La Rochelle;(46.16, -1.21);813.4;36;set()
chassol;11;2024;15/11/2024 22:00;29;Turkey;İstanbul;(41.04, 28.98);1673.8;36;set()
chassol;3;2025;28/03/2025 20:00;161;France;Quetigny;(47.31, 5.09);374.7;36;set()
