BiT_url;id;name;genres;followers;popularity;genres_set
https://www.bandsintown.com/a/2589789-rendezvous-point;0AhnRzNnHI2Yhx9d00H5Cp;rendezvous point;['djent', 'progressive metal', 'sci-fi metal'];17920;28;{'sci-fi', 'metal', 'progressive', 'djent'}
https://www.bandsintown.com/a/10831-intronaut;17qfMEjKb5ry8L8mekQZfd;intronaut;['djent', 'jazz metal', 'post-metal', 'sludge metal'];66716;27;{'jazz', 'sludge', 'post-metal', 'metal', 'djent'}
https://www.bandsintown.com/a/1544107-blanck-mass;73LvjicByRK5LazcQYZMAY;blanck mass;['abstractro', 'fluxwork', 'hauntology', 'mandible', 'uk experimental electronic'];47691;27;{'hauntology', 'mandible', 'fluxwork', 'electronic', 'uk', 'experimental', 'abstractro'}
https://www.bandsintown.com/a/4014615-monika-roscher-bigband;1JsBuuKCnA43vrlM1X4cKN;monika roscher bigband;['munich indie'];19630;27;{'indie', 'munich'}
https://www.bandsintown.com/a/1993681-the-physics-house-band;30EilmonVXftR1pWoALezP;the physics house band;['british math rock', 'instrumental math rock', 'math rock'];29399;26;{'math', 'rock', 'british', 'instrumental'}
https://www.bandsintown.com/a/32336-zeta;6syYSX0eLH4srCtXhUEMXD;zeta;['math rock latinoamericano'];17197;26;{'math', 'rock', 'latinoamericano'}
https://www.bandsintown.com/a/15526395-rosetta;0HJQZHbKgYyWCDc8uVko6S;rosetta;['atmospheric post-metal', 'drone metal', 'philly indie', 'post-metal', 'sci-fi metal', 'sludge metal'];37764;24;{'sci-fi', 'post-metal', 'sludge', 'indie', 'atmospheric', 'drone', 'metal', 'philly'}
https://www.bandsintown.com/a/53941-rosetta;0HJQZHbKgYyWCDc8uVko6S;rosetta;['atmospheric post-metal', 'drone metal', 'philly indie', 'post-metal', 'sci-fi metal', 'sludge metal'];37764;24;{'sci-fi', 'post-metal', 'sludge', 'indie', 'atmospheric', 'drone', 'metal', 'philly'}
https://www.bandsintown.com/a/29143-sleepytime-gorilla-museum;74KPeP60dRLSAAk7sFtWTC;sleepytime gorilla museum;['avant-garde metal', 'avant-prog', 'avant-rock', 'funk metal', 'rock in opposition'];31934;24;{'avant-garde', 'funk', 'avant-prog', 'rock', 'opposition', 'avant-rock', 'metal', 'in'}
https://www.bandsintown.com/a/32239-lymbyc-systym;7fpjImuvKls8BeMFW9iil5;lymbyc systym;['american post-rock'];17543;24;{'post-rock', 'american'}
https://www.bandsintown.com/a/4010611-areni-agbabian;3Md3TqrojN6GPhCGC9jGaU;areni agbabian;['experimental jazz'];5858;24;{'experimental', 'jazz'}
https://www.bandsintown.com/a/76283-loma-prieta;4ULLVhwYkyOqpVxe0Asbtt;loma prieta;['chaotic hardcore', 'emo', 'screamo', 'skramz'];28638;22;{'screamo', 'skramz', 'chaotic', 'emo', 'hardcore'}
https://www.bandsintown.com/a/15559363-sandia;4RMQMEKlQ7AmPY3UnmciQk;sandia;[];2536;22;set()
https://www.bandsintown.com/a/2759-cephalic-carnage;4S2VWuUV0ei7LG0I8JDFww;cephalic carnage;['brutal death metal', 'death metal', 'deathgrind', 'denver metal', 'grindcore', 'technical death metal', 'technical grindcore'];41723;21;{'brutal', 'technical', 'denver', 'death', 'deathgrind', 'metal', 'grindcore'}
https://www.bandsintown.com/a/874105-lorenzo-senni;7mKwhB3UiepqzM946jBOyi;lorenzo senni;['deconstructed club', 'italian experimental'];23726;21;{'club', 'experimental', 'italian', 'deconstructed'}
https://www.bandsintown.com/a/33953-cripple-bastards;5rMvvaFkWCWpfMSV4Gm93M;cripple bastards;['grindcore', 'italian hardcore'];20613;21;{'hardcore', 'grindcore', 'italian'}
https://www.bandsintown.com/a/15552058-zu;5S2qz9t9m2OSBtSLZz4tMx;zu;['brutal prog', 'contemporary jazz', 'jazzcore', 'progressive jazz fusion'];17908;19;{'brutal', 'jazz', 'jazzcore', 'prog', 'fusion', 'progressive', 'contemporary'}
https://www.bandsintown.com/a/16017-zu;5S2qz9t9m2OSBtSLZz4tMx;zu;['brutal prog', 'contemporary jazz', 'jazzcore', 'progressive jazz fusion'];17908;19;{'brutal', 'jazz', 'jazzcore', 'prog', 'fusion', 'progressive', 'contemporary'}
https://www.bandsintown.com/a/495669-casa-del-mirto;0dPLWmQMIFZaCs8GCIZ1Zr;casa del mirto;['chillwave'];10703;18;{'chillwave'}
https://www.bandsintown.com/a/369377-exivious;1kYsYRtVq1Po3luPqeAnm2;exivious;['djent', 'instrumental death metal', 'instrumental rock', 'jazz metal', 'progressive jazz fusion'];14604;16;{'jazz', 'death', 'rock', 'instrumental', 'metal', 'fusion', 'progressive', 'djent'}
https://www.bandsintown.com/a/1005024-crash-of-rhinos;183vQCgpuNJHxdDCYIpkA4;crash of rhinos;['derby indie', 'midwest emo'];8572;16;{'derby', 'indie', 'emo', 'midwest'}
https://www.bandsintown.com/a/420735-inanna;38PMvw2FdepCpankD64TZL;inanna;[];1874;15;set()
https://www.bandsintown.com/a/7612785-rubi-ate-the-fig;42iuvQyqIVy6vK3DRwHFwR;rubi ate the fig;[];1194;15;set()
https://www.bandsintown.com/a/845881-valerian-swing;5tj8t2rXNyMRpER4EbFU93;valerian swing;['italian post-rock'];1814;14;{'post-rock', 'italian'}
https://www.bandsintown.com/a/2453763-zeus;232kF3LKFnCswMv7tZSf5H;zeus;[];1558;14;set()
https://www.bandsintown.com/a/15464855-zeus;232kF3LKFnCswMv7tZSf5H;zeus;[];1558;14;set()
https://www.bandsintown.com/a/198956-zeus;232kF3LKFnCswMv7tZSf5H;zeus;[];1558;14;set()
https://www.bandsintown.com/a/736166-rooftops;6cf7rkFSl5EwBUGzPboUfq;rooftops;['russian hardcore', 'russian indie rock'];7837;13;{'indie', 'hardcore', 'rock', 'russian'}
https://www.bandsintown.com/a/68910-soundpool;2vkjEcWfKySAsYcwpRRGn4;soundpool;['indie shoegaze', 'nu gaze', 'shoegaze'];7638;10;{'indie', 'nu', 'gaze', 'shoegaze'}
https://www.bandsintown.com/a/15553431-umlaut;4ZdbxATtc6RpHcxAHy0SLK;umlaut;['australian experimental'];4720;10;{'experimental', 'australian'}
https://www.bandsintown.com/a/223644-sunset-mission;4HpJwqRQMbJQ4MyuLHfKRP;sunset mission;['deep progressive rock'];3766;9;{'rock', 'progressive', 'deep'}
https://www.bandsintown.com/a/412633-aucan;3mmA5J7LGs3rpKZwNAkUbI;aucan;['italian electronica'];7986;8;{'italian', 'electronica'}
https://www.bandsintown.com/a/56550-terraformer;7yznkE2TVjMawISsOb0kcv;terraformer;[];523;8;set()
https://www.bandsintown.com/a/4294286-atomic-ape;6XbKPBTlFkkxK4imOnLGI6;atomic ape;['avant-prog', 'avant-rock'];2370;4;{'avant-rock', 'avant-prog'}
https://www.bandsintown.com/a/2453763-zeus;2IhojRjOLxPzx5Y7nKjwJg;zeus;['jazzcore'];765;4;{'jazzcore'}
https://www.bandsintown.com/a/15464855-zeus;2IhojRjOLxPzx5Y7nKjwJg;zeus;['jazzcore'];765;4;{'jazzcore'}
https://www.bandsintown.com/a/198956-zeus;2IhojRjOLxPzx5Y7nKjwJg;zeus;['jazzcore'];765;4;{'jazzcore'}
https://www.bandsintown.com/a/799415-ornaments;1UiZqQoNAT4bs0uCK3biS9;ornaments;[];622;4;set()
https://www.bandsintown.com/a/107907-dempsey;2kMrfaiMKOTZvpf4plBPAA;dempsey;[];857;3;set()
https://www.bandsintown.com/a/551110-precipice;5IikWY4p2vKlH5jZqwlK05;precipice;[];100;3;set()
https://www.bandsintown.com/a/12206735-en;3w38WFBaHzVOOp2QEa7EaF;en;[];182;2;set()
https://www.bandsintown.com/a/365292-bibles;50orxvaM7TaYBNVf9Nu4i6;bibles;[];327;0;set()
https://www.bandsintown.com/a/15510198-nina;4GBjy5w1YnrQaRzvMSVKtv;nina;[];59;0;set()
https://www.bandsintown.com/a/12783956-nina;4GBjy5w1YnrQaRzvMSVKtv;nina;[];59;0;set()
