Name;Country;Genre;Status;URL
Sabbatariam;Brazil;Progressive Death Metal;Active;https://www.metal-archives.com/bands/Sabbatariam/18308
Sabbath;Spain;Heavy Metal;Unknown;https://www.metal-archives.com/bands/Sabbath/3540461914
Sabbath Assembly;United States;Psychedelic Rock, Doom Metal;Split-up;https://www.metal-archives.com/bands/Sabbath_Assembly/3540400007
Sabbath Black Heretic;Japan;Symphonic Gothic/Power Metal;Changed name;https://www.metal-archives.com/bands/Sabbath_Black_Heretic/3540442557
Sabbath Knights;United States;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Sabbath_Knights/44843
Sabbath Warlock;United States;Heavy/Doom Metal/Hard Rock;Active;https://www.metal-archives.com/bands/Sabbath_Warlock/3540478644
Sabbathan;Mexico;Black Metal;Active;https://www.metal-archives.com/bands/Sabbathan/25677
Sabbathica;Argentina;Heavy/Doom Metal;Unknown;https://www.metal-archives.com/bands/Sabbathica/3540328293
Sabbathon;Brazil;Black Metal;Split-up;https://www.metal-archives.com/bands/Sabbathon/22705
Sabbatic Feast;United States;Death Metal/Grindcore;Split-up;https://www.metal-archives.com/bands/Sabbatic_Feast/14167
Sabbatic Goat;New Zealand;Black/Death Metal;On hold;https://www.metal-archives.com/bands/Sabbatic_Goat/3540339578
Sabbatic Round;United States;Black Metal;Active;https://www.metal-archives.com/bands/Sabbatic_Round/3540404174
Sabbatical Goat;Netherlands;"Black/Thrash Metal (early); Death Metal (later)";Active;https://www.metal-archives.com/bands/Sabbatical_Goat/39456
Sabbatical Rites;Greece;Black Metal;Active;https://www.metal-archives.com/bands/Sabbatical_Rites/13633
Sabbatical Throne;Brazil;Black Metal;Active;https://www.metal-archives.com/bands/Sabbatical_Throne/86166
Sabbatik Goat;Portugal;Black Metal;Split-up;https://www.metal-archives.com/bands/Sabbatik_Goat/3540430980
Sabbatory;Canada;Death Metal;Active;https://www.metal-archives.com/bands/Sabbatory/3540354578
Sabbatta Rotta;Spain;"Thrash Metal (early); Grindcore (later)";Split-up;https://www.metal-archives.com/bands/Sabbatta_Rotta/3540299516
Sabbottage;Mexico;Thrash/Death Metal;Split-up;https://www.metal-archives.com/bands/Sabbottage/3540276764
Sabbra;Russia;Black Metal/Punk;Active;https://www.metal-archives.com/bands/Sabbra/3540455592
Sabbrabells;Japan;Heavy Metal;Active;https://www.metal-archives.com/bands/Sabbrabells/16905
Sabbtail;Sweden;Melodic Heavy/Doom Metal;Split-up;https://www.metal-archives.com/bands/Sabbtail/86338
Sabdo Pati;Indonesia;Depressive Black Metal;On hold;https://www.metal-archives.com/bands/Sabdo_Pati/3540433335
Sabeel;United States;Black/Death Metal;Active;https://www.metal-archives.com/bands/Sabeel/3540542518
Sabel;Sweden;Doom/Stoner Metal/Hard Rock;Active;https://www.metal-archives.com/bands/Sabel/3540395717
Saber;United States;Melodic Heavy/Power Metal/Hard Rock;Split-up;https://www.metal-archives.com/bands/Saber/3540293042
Saber;United States;Heavy Metal;Active;https://www.metal-archives.com/bands/Saber/3540469710
Saber;Japan;Heavy Metal;Split-up;https://www.metal-archives.com/bands/Saber/3540487121
Saber Tiger;Japan;"Heavy Metal (early); Power/Progressive Metal (later)";Active;https://www.metal-archives.com/bands/Saber_Tiger/8428
Sabhankra;Türkiye;Melodic Black/Death/Thrash Metal with Folk influences;Active;https://www.metal-archives.com/bands/Sabhankra/71470
Sabi NightSongs;Argentina;Symphonic Metal;Active;https://www.metal-archives.com/bands/Sabi_NightSongs/3540520691
