Name;Country;Genre;Status;URL
I Dream of Apocalypse;United States;Crossover/Thrash/Death Metal;Active;https://www.metal-archives.com/bands/I_Dream_of_Apocalypse/3540367042
I Drowned in a Stream of Mourn;United States;Funeral Doom Metal;Split-up;https://www.metal-archives.com/bands/I_Drowned_in_a_Stream_of_Mourn/16489
I Duroni;Italy;Thrash/Groove Metal;Changed name;https://www.metal-archives.com/bands/I_Duroni/3540278005
I Eliminate;Costa Rica;Experimental Death Metal;Active;https://www.metal-archives.com/bands/I_Eliminate/3540460005
I Exist;Australia;Stoner/Sludge Metal;Active;https://www.metal-archives.com/bands/I_Exist/3540327694
I Fall to Ash;United States;Depressive Black Metal;Split-up;https://www.metal-archives.com/bands/I_Fall_to_Ash/3540532926
I Fear Nothing;United States;Deathcore;Split-up;https://www.metal-archives.com/bands/I_Fear_Nothing/3540518825
I Flow in Depths;Finland;Melodic Black Metal;Split-up;https://www.metal-archives.com/bands/I_Flow_in_Depths/3540255937
I Gather Your Grief;Brazil;Death/Doom Metal;Active;https://www.metal-archives.com/bands/I_Gather_Your_Grief/3540454057
I Guard the Throne;United States;Melodic Death Metal/Deathcore;Split-up;https://www.metal-archives.com/bands/I_Guard_the_Throne/3540376841
I Hate Humanity;France;Brutal Death Metal;Split-up;https://www.metal-archives.com/bands/I_Hate_Humanity/3540383664
I Hate My Band;Germany;Heavy Metal;Active;https://www.metal-archives.com/bands/I_Hate_My_Band/3540529965
I Hate Stuart Little;United Kingdom;Black Metal;Active;https://www.metal-archives.com/bands/I_Hate_Stuart_Little/3540500637
I Hate When Elevator's Door Open Up and a Raptor Appears in Front of Me;Italy;Death Metal/Grindcore;Active;https://www.metal-archives.com/bands/I_Hate_When_Elevator%27s_Door_Open_Up_and_a_Raptor_Appears_in_Front_of_Me/3540446836
I Helvete;Finland;Melodic Death/Black Metal;Active;https://www.metal-archives.com/bands/I_Helvete/3540481596
I I;Germany;Black/Death Metal;Active;https://www.metal-archives.com/bands/I_I/3540387183
