id;name;genres;followers;popularity;specific_genre
00Uv0804nrBM2RxUBTkyHj;wobbler;['c64', 'italian progressive rock', 'neo-progressive', 'norwegian prog', 'progressive rock'];18638;18;{'norwegian', 'c64', 'italian', 'neo-progressive', 'rock', 'progressive', 'prog'}
02fDf7HEPtBZLtPzCyxSR2;lanark artefax;['deconstructed club', 'fluxwork', 'mandible', 'scottish electronic', 'uk experimental electronic'];17498;21;{'mandible', 'fluxwork', 'uk', 'deconstructed', 'electronic', 'experimental', 'club', 'scottish'}
058thnz6odaxoAN4n3cMBN;verdena;['bergamo indie', 'italian alternative'];146572;43;{'alternative', 'bergamo', 'italian', 'indie'}
05MlomiA9La0OiNIAGqECk;delta sleep;['brighton indie', 'british math rock', 'math pop', 'math rock'];94145;48;{'brighton', 'pop', 'british', 'rock', 'math', 'indie'}
05tfXy5v0DpYvuy4Sot4Nu;whourkr;['breakcore', 'cybergrind'];10584;14;{'cybergrind', 'breakcore'}
07UJz804RJxqNvxFXC3h9H;sam gellaitry;['future bass', 'scottish electronic', 'vapor twitch'];148604;54;{'twitch', 'vapor', 'electronic', 'future', 'bass', 'scottish'}
08hpJXZImSYgSb8kEbyXAA;reflux;[];2239;4;set()
0AZ3VR0YbFcS0Kgei7L2QF;russian circles;['american post-rock', 'instrumental post-rock', 'instrumental rock', 'post-metal', 'post-rock', 'sludge metal'];258467;46;{'american', 'post-metal', 'sludge', 'rock', 'metal', 'post-rock', 'instrumental'}
0AhnRzNnHI2Yhx9d00H5Cp;rendezvous point;['djent', 'progressive metal', 'sci-fi metal'];17920;28;{'djent', 'progressive', 'metal', 'sci-fi'}
0CfjW2VuMdrhWodHtG7DWi;envy;['japanese emo', 'japanese post-hardcore', 'japanese post-rock', 'japanese screamo', 'post-rock'];50990;35;{'emo', 'post-hardcore', 'japanese', 'screamo', 'post-rock'}
0D3h8NZqNp7BN97JwtV6eW;tigran hamasyan;['armenian folk', 'contemporary jazz', 'jazz piano', 'modern jazz piano'];169851;45;{'contemporary', 'jazz', 'armenian', 'folk', 'modern', 'piano'}
0EDuC6lJh1F3Z9I7h62nFe;andrea cotroneo;[];224;2;set()
0FRKTwQSToXpCxYMhyUzYY;have a nice life;['blackgaze', 'doomgaze', 'dream pop', 'nu gaze'];418175;55;{'doomgaze', 'nu', 'blackgaze', 'pop', 'gaze', 'dream'}
